type,problem,answer,time
d,1187,71,60018
d,1188,76,58483
d,1189,77,59171
d,1190,71,62250
d,1191,75,61690
d,1192,76,70272
d,1193,70,66894
d,1194,76,66279
d,1195,77,62432
d,1196,71,58846
d,1197,72,59541
d,1198,76,58827
d,1199,77,59459
d,1200,76,60098
d,1201,77,59596
d,1202,71,60434
d,1203,72,89523
d,1204,72,76873
d,1205,77,61212
d,1206,75,65166
d,1207,76,63408
d,1208,76,64076
d,1209,77,63298
d,1210,71,64527
d,1211,77,64582
d,1212,78,62071
d,1213,76,62185
d,1214,76,63367
d,1215,77,62270
d,1216,71,71452
d,1217,77,65648
d,1218,78,68634
d,1219,72,64050
d,1220,77,63148
d,1221,77,63052
d,1222,78,63638
d,1223,76,63486
d,1224,77,63218
d,1225,77,66527
d,1226,78,65044
d,1227,78,64862
d,1228,76,63601
d,1229,76,63450
d,1230,77,68966
d,1231,77,70435
d,1232,78,66773
d,1233,72,65673
d,1234,78,64246
d,1235,77,65999
d,1236,77,63732
d,1237,77,65060
d,1238,78,63761
d,1239,72,63387
d,1240,77,67750
d,1241,78,66736
d,1242,78,65003
d,1243,76,65079
d,1244,77,66774
d,1245,77,65639
d,1246,77,65256
d,1247,78,65031
d,1248,78,67373
d,1249,79,67021
d,1250,77,67124
d,1251,77,66268
d,1252,77,70539
d,1253,78,68677
d,1254,78,67036
d,1255,79,69177
d,1256,73,66378
d,1257,78,67241
d,1258,76,67310
d,1259,77,66874
d,1260,77,66227
d,1261,78,64132
d,1262,78,67287
d,1263,78,66000
d,1264,79,66551
d,1265,77,69600
d,1266,77,66115
d,1267,78,69033
d,1268,78,64706
d,1269,78,66166
d,1270,79,67364
d,1271,79,68229
d,1272,78,64730
d,1273,78,66065
d,1274,78,65355
d,1275,77,70731
d,1276,78,66391
d,1277,78,67965
d,1278,79,68871
d,1279,79,70202
d,1280,77,62721
d,1281,77,62682
d,1282,78,62592
d,1283,78,62574
d,1284,79,62724
d,1285,79,63410
d,1286,79,63055
d,1287,78,62981
d,1288,78,66239
d,1289,78,63253
d,1290,79,63734
d,1291,79,66409
d,1292,78,63723
d,1293,79,63698
d,1294,79,64158
d,1295,77,63751
d,1296,78,66819
d,1297,78,65807
d,1298,78,64165
d,1299,79,64051
d,1300,79,69442
d,1301,80,63789
d,1302,81,63886
d,1303,82,76003
d,1304,83,78033
d,1305,84,67112
d,1306,85,67702
d,1307,86,69977
d,1308,87,67790
d,1309,88,67561
d,1310,89,72470
d,1311,90,71693
d,1312,78,81401
d,1313,79,91538
d,1314,87,92679
d,1315,88,88100
d,1316,89,93446
d,1317,90,79510
d,1318,81,75484
d,1319,82,70741
d,1320,83,69487
d,1321,88,92619
d,1322,89,86021
d,1323,90,85612
d,1324,87,83552
d,1325,88,75140
d,1326,89,71876
d,1327,90,72758
d,1328,89,81280
d,1329,90,81722
d,1330,87,76067
d,1331,88,75886
d,1332,89,72252
d,1333,90,69868
d,1334,91,86880
d,1335,82,75620
d,1336,83,85521
d,1337,88,93590
d,1338,81,93347
d,1339,82,114084
d,1340,83,81440
d,1341,88,77016
d,1342,89,75744
d,1343,90,76642
d,1344,87,78367
d,1345,88,75727
d,1346,89,72122
d,1347,88,74747
d,1348,89,91510
d,1349,90,96304
d,1350,91,115276
d,1351,88,108464
d,1352,89,103628
d,1353,81,85704
d,1354,82,96076
d,1355,82,91111
d,1356,83,84325
d,1357,84,88318
d,1358,89,93858
d,1359,87,109909
d,1360,88,106485
d,1361,88,105720
d,1362,89,81595
d,1363,90,70184
d,1364,89,68161
d,1365,90,70178
d,1366,88,76151
d,1367,88,78357
d,1368,89,69794
d,1369,90,69109
d,1370,82,69710
d,1371,83,69251
d,1372,83,69778
d,1373,89,69372
d,1374,89,68021
d,1375,82,68339
d,1376,88,71928
d,1377,89,68694
d,1378,89,68127
d,1379,90,68510
d,1380,90,67423
d,1381,88,68419
d,1382,88,68917
d,1383,89,70134
d,1384,89,68810
d,1385,90,69567
d,1386,91,76391
d,1387,83,73273
d,1388,89,74009
d,1389,89,72456
d,1390,82,69595
d,1391,83,72654
d,1392,83,71274
d,1393,89,68387
d,1394,90,68824
d,1395,90,69076
d,1396,88,69522
d,1397,89,69387
d,1398,89,69326
d,1399,89,69195
d,1400,90,69002
d,1401,90,69452
d,1402,91,71013
d,1403,89,91293
d,1404,89,81468
d,1405,82,74926
d,1406,83,73819
d,1407,83,75048
d,1408,84,76253
d,1409,84,73241
d,1410,90,75063
d,1411,88,74157
d,1412,89,79346
d,1413,89,72936
d,1414,90,76411
d,1415,90,75781
d,1416,90,76087
d,1417,91,76369
d,1418,89,76302
d,1419,89,74126
d,1420,90,72692
d,1421,90,75317
d,1422,83,74049
d,1423,84,74398
d,1424,84,75573
d,1425,90,76623
d,1426,90,76339
d,1427,83,76039
d,1428,89,74613
d,1429,90,74969
d,1430,90,74841
d,1431,91,75694
d,1432,91,73341
d,1433,89,77173
d,1434,89,76933
d,1435,90,74798
d,1436,90,73886
d,1437,91,77039
d,1438,91,73540
d,1439,84,76365
d,1440,90,78319
d,1441,90,75733
d,1442,83,77486
d,1443,84,76940
d,1444,84,75402
d,1445,90,74849
d,1446,91,76670
d,1447,91,77369
d,1448,89,76813
d,1449,90,91590
d,1450,90,76621
d,1451,90,75777
d,1452,91,76113
d,1453,91,79793
d,1454,92,79493
d,1455,93,80111
d,1456,94,80793
d,1457,95,78921
d,1458,96,74830
d,1459,84,74805
d,1460,85,75543
d,1461,93,76806
d,1462,94,77257
d,1463,95,77850
d,1464,96,82332
d,1465,90,79479
d,1466,91,78060
d,1467,91,78588
d,1468,94,77032
d,1469,95,75271
d,1470,96,72095
d,1471,93,75009
d,1472,94,71880
d,1473,95,71904
d,1474,96,72219
d,1475,95,75977
d,1476,96,73375
d,1477,93,79327
d,1478,94,80102
d,1479,95,76817
d,1480,96,74860
d,1481,97,76600
d,1482,96,77335
d,1483,97,73698
d,1484,94,73942
d,1485,95,73348
d,1486,96,73636
d,1487,97,74512
d,1488,94,73081
d,1489,95,72755
d,1490,96,73345
d,1491,93,72896
d,1492,94,73145
d,1493,95,73767
d,1494,94,73628
d,1495,95,73686
d,1496,96,73659
d,1497,97,73252
d,1498,94,73735
d,1499,95,74031
d,1500,94,74267
d,1501,95,73937
d,1502,96,79270
d,1503,97,86832
d,1504,98,80459
d,1505,99,80217
d,1506,93,78771
d,1507,94,78104
d,1508,94,77000
d,1509,95,78211
d,1510,96,78361
d,1511,99,80107
d,1512,100,77266
d,1513,94,78425
d,1514,94,78792
d,1515,95,108396
d,1516,96,98793
d,1517,95,81263
d,1518,100,82371
d,1519,101,92406
d,1520,95,96825
d,1521,99,81896
d,1522,100,83361
d,1523,94,81481
d,1524,95,83696
d,1525,101,82341
d,1526,102,80616
d,1527,99,83100
d,1528,100,83739
d,1529,94,82372
d,1530,95,91499
d,1531,95,84870
d,1532,96,84570
d,1533,97,81108
d,1534,100,85589
d,1535,101,82798
d,1536,95,106458
d,1537,95,100041
d,1538,100,94808
d,1539,101,91251
d,1540,95,108724
d,1541,99,100878
d,1542,100,91101
d,1543,94,85163
d,1544,100,87582
d,1545,101,95723
d,1546,95,91379
d,1547,96,83710
d,1548,100,85510
d,1549,101,99897
d,1550,100,84047
d,1551,101,90141
d,1552,95,100952
d,1553,96,101308
d,1554,96,89522
d,1555,101,95387
d,1556,99,85657
d,1557,100,84204
d,1558,100,84533
d,1559,101,95721
d,1560,95,80773
d,1561,101,76719
d,1562,102,77174
d,1563,100,80841
d,1564,100,84665
d,1565,101,93555
d,1566,95,85929
d,1567,101,83288
d,1568,102,83630
d,1569,96,83524
d,1570,101,84185
d,1571,101,78952
d,1572,102,78915
d,1573,100,84045
d,1574,101,87279
d,1575,101,82503
d,1576,102,84930
d,1577,102,81614
d,1578,100,84729
d,1579,100,84852
d,1580,101,84874
d,1581,101,89198
d,1582,102,87468
d,1583,96,89617
d,1584,102,90019
d,1585,101,85889
d,1586,101,80774
d,1587,101,82282
d,1588,102,82116
d,1589,96,79245
d,1590,101,82151
d,1591,102,79922
d,1592,102,86779
d,1593,100,86586
d,1594,101,80996
d,1595,101,82426
d,1596,101,81678
d,1597,102,86552
d,1598,102,89552
d,1599,103,88163
d,1600,101,86551
d,1601,101,86972
d,1602,101,92023
d,1603,102,106889
d,1604,102,96449
d,1605,103,95246
d,1606,97,90084
d,1607,102,95631
d,1608,100,85002
d,1609,101,82805
d,1610,101,86681
d,1611,102,92866
d,1612,102,91520
d,1613,102,89229
d,1614,103,96787
d,1615,101,95189
d,1616,101,95509
d,1617,102,89978
d,1618,102,89386
d,1619,102,89944
d,1620,103,86615
d,1621,103,86175
d,1622,102,91135
d,1623,102,86494
d,1624,102,85423
d,1625,101,84866
d,1626,102,86897
d,1627,102,87924
d,1628,103,87431
d,1629,103,89114
d,1630,101,88789
d,1631,101,91054
d,1632,102,91430
d,1633,102,88074
d,1634,103,86822
d,1635,103,85920
d,1636,103,98898
d,1637,102,101983
d,1638,102,92753
d,1639,102,90504
d,1640,103,93265
d,1641,103,101752
d,1642,102,90529
d,1643,103,87659
d,1644,103,96032
d,1645,101,90909
d,1646,102,89832
d,1647,102,90759
d,1648,102,87009
d,1649,103,85352
d,1650,103,89536
d,1651,104,100004
d,1652,105,89588
d,1653,106,87493
d,1654,107,87335
d,1655,108,90258
d,1656,109,92166
d,1657,110,92674
d,1658,111,87163
d,1659,112,85896
d,1660,113,84970
d,1661,114,88129
d,1662,102,87794
d,1663,103,85344
d,1664,111,85105
d,1665,112,84780
d,1666,113,87564
d,1667,114,84515
d,1668,105,83902
d,1669,106,84138
d,1670,107,84166
d,1671,112,83947
d,1672,113,85718
d,1673,114,85309
d,1674,111,95385
d,1675,112,92604
d,1676,113,91334
d,1677,114,89936
d,1678,113,94717
d,1679,114,92595
d,1680,111,84859
d,1681,112,87222
d,1682,113,89049
d,1683,114,88663
d,1684,115,87677
d,1685,106,91960
d,1686,107,84298
d,1687,112,86904
d,1688,105,86076
d,1689,106,92853
d,1690,107,88216
d,1691,112,86069
d,1692,113,88676
d,1693,114,89511
d,1694,111,87078
d,1695,112,84576
d,1696,113,87949
d,1697,112,90659
d,1698,113,88847
d,1699,114,88059
d,1700,115,84838
d,1701,112,84543
d,1702,113,99378
d,1703,105,108631
d,1704,106,97600
d,1705,106,91314
d,1706,107,131803
d,1707,108,110248
d,1708,113,95233
d,1709,111,94405
d,1710,112,96752
d,1711,112,89919
d,1712,113,91564
d,1713,114,93014
d,1714,113,94355
d,1715,114,91691
d,1716,112,92327
d,1717,112,91454
d,1718,113,91951
d,1719,114,90007
d,1720,106,91328
d,1721,107,91847
d,1722,107,90990
d,1723,113,93696
d,1724,113,92090
d,1725,106,97054
d,1726,112,93253
d,1727,113,93794
d,1728,113,91006
d,1729,114,93007
d,1730,114,92810
d,1731,112,91043
d,1732,112,92788
d,1733,113,92800
d,1734,113,94481
d,1735,114,93978
d,1736,115,103228
d,1737,107,102013
d,1738,113,100052
d,1739,113,94216
d,1740,106,105408
d,1741,107,98214
d,1742,107,95959
d,1743,113,94366
d,1744,114,94055
d,1745,114,92231
d,1746,112,96432
d,1747,113,99122
d,1748,113,102954
d,1749,113,100476
d,1750,114,97679
d,1751,114,94774
d,1752,115,96402
d,1753,113,95882
d,1754,113,98287
d,1755,106,94624
d,1756,107,97006
d,1757,107,91667
d,1758,108,95086
d,1759,108,93036
d,1760,114,93491
d,1761,112,88748
d,1762,113,91493
d,1763,113,95368
d,1764,114,93277
d,1765,114,95813
d,1766,114,92344
d,1767,115,95036
d,1768,113,93312
d,1769,113,96199
d,1770,114,94654
d,1771,114,91021
d,1772,107,97364
d,1773,108,98973
d,1774,108,94714
d,1775,114,94623
d,1776,114,92153
d,1777,107,90549
d,1778,113,92859
d,1779,114,90918
d,1780,114,89802
d,1781,115,91802
d,1782,115,98616
d,1783,113,95441
d,1784,113,94441
d,1785,114,94461
d,1786,114,96425
d,1787,115,91856
d,1788,115,91943
d,1789,108,92986
d,1790,114,90372
d,1791,114,90708
d,1792,107,91987
d,1793,108,90788
d,1794,108,90174
d,1795,114,97571
d,1796,115,98305
d,1797,115,97738
d,1798,113,90634
d,1799,114,89285
d,1800,114,90575
d,1801,114,89805
d,1802,115,118928
d,1803,115,111651
d,1804,116,98099
d,1805,117,100630
d,1806,118,97579
d,1807,119,104557
d,1808,120,101177
d,1809,108,95205
d,1810,109,100252
d,1811,117,97651
d,1812,118,97957
d,1813,119,108700
d,1814,120,101452
d,1815,114,98299
d,1816,115,101558
d,1817,115,96871
d,1818,118,103008
d,1819,119,108774
d,1820,120,102499
d,1821,117,115835
d,1822,118,101317
d,1823,119,103908
d,1824,120,102377
d,1825,119,105437
d,1826,120,104756
d,1827,117,101476
d,1828,118,95902
d,1829,119,102764
d,1830,120,100382
d,1831,121,101613
d,1832,120,104495
d,1833,121,105755
d,1834,118,100315
d,1835,119,101707
d,1836,120,109113
d,1837,121,106626
d,1838,118,107614
d,1839,119,109574
d,1840,120,113721
d,1841,117,100302
d,1842,118,102588
d,1843,119,105923
d,1844,118,101573
d,1845,119,98051
d,1846,120,101587
d,1847,121,99993
d,1848,118,103315
d,1849,119,96751
d,1850,118,99136
d,1851,119,98550
d,1852,120,94967
d,1853,121,96399
d,1854,122,96448
d,1855,123,97937
d,1856,117,98043
d,1857,118,93349
d,1858,118,95356
d,1859,119,93971
d,1860,120,97121
d,1861,123,99530
d,1862,124,94200
d,1863,118,100174
d,1864,118,104638
d,1865,119,93557
d,1866,120,100304
d,1867,119,103633
d,1868,124,106949
d,1869,125,103169
d,1870,119,101398
d,1871,123,101462
d,1872,124,96350
d,1873,118,97038
d,1874,119,97572
d,1875,125,98184
d,1876,126,98286
d,1877,123,104137
d,1878,124,98380
d,1879,118,96222
d,1880,119,97025
d,1881,119,97550
d,1882,120,96365
d,1883,121,95561
d,1884,124,102042
d,1885,125,98874
d,1886,119,94673
d,1887,119,96947
d,1888,124,97272
d,1889,125,95360
d,1890,119,96997
d,1891,123,97977
d,1892,124,96084
d,1893,118,108830
d,1894,124,98963
d,1895,125,95101
d,1896,119,96752
d,1897,120,97462
d,1898,124,101021
d,1899,125,101397
d,1900,124,101418
d,1901,125,105117
d,1902,119,121805
d,1903,120,122608
d,1904,120,117715
d,1905,125,109022
d,1906,123,107528
d,1907,124,110568
d,1908,124,112509
d,1909,125,107169
d,1910,119,120634
d,1911,125,114561
d,1912,126,110955
d,1913,124,102778
d,1914,124,103846
d,1915,125,107854
d,1916,119,115495
d,1917,125,111507
d,1918,126,103058
d,1919,120,103847
d,1920,125,104066
d,1921,125,106334
d,1922,126,102437
d,1923,124,103514
d,1924,125,100483
d,1925,125,103875
d,1926,126,99854
d,1927,126,99828
d,1928,124,100161
d,1929,124,106320
d,1930,125,119614
d,1931,125,112484
d,1932,126,102825
d,1933,120,100490
d,1934,126,100882
d,1935,125,100061
d,1936,125,100812
d,1937,125,99191
d,1938,126,100525
d,1939,120,102208
d,1940,125,101767
d,1941,126,100678
d,1942,126,105241
d,1943,124,103733
d,1944,125,132832
d,1945,125,119963
d,1946,125,128326
d,1947,126,170718
d,1948,126,110505
d,1949,127,126246
d,1950,125,98920
d,1951,125,98624
d,1952,125,100079
d,1953,126,97318
d,1954,126,101739
d,1955,127,99487
d,1956,121,99883
d,1957,126,100253
d,1958,124,106435
d,1959,125,109932
d,1960,125,103547
d,1961,126,96795
d,1962,126,99082
d,1963,126,98309
d,1964,127,107087
d,1965,125,111998
d,1966,125,115844
d,1967,126,112269
d,1968,126,110358
d,1969,126,103177
d,1970,127,111149
d,1971,127,119531
d,1972,126,107486
d,1973,126,106458
d,1974,126,101811
d,1975,125,107293
d,1976,126,109161
d,1977,126,99281
d,1978,127,99068
d,1979,127,103460
d,1980,125,103212
d,1981,125,113174
d,1982,126,112847
d,1983,126,115075
d,1984,127,106160
d,1985,127,102072
d,1986,127,101488
d,1987,126,118764
d,1988,126,116031
d,1989,126,116861
d,1990,127,113131
d,1991,127,113022
d,1992,126,115395
d,1993,127,119720
d,1994,127,109853
d,1995,125,114580
d,1996,126,116436
d,1997,126,115086
d,1998,126,109562
d,1999,127,102434
d,2000,127,105889
m,1,1,252
m,2,2,412
m,3,3,384
m,4,4,652
m,5,5,2221
m,6,6,2255
m,7,1,1753
m,8,2,361
m,9,3,573
m,10,4,1482
m,11,5,784
m,12,6,780
m,13,7,672
m,14,2,1725
m,15,3,972
m,16,4,1483
m,17,1,995
m,18,2,1609
m,19,3,1748
m,20,4,1813
m,21,3,1586
m,22,4,1021
m,23,1,1146
m,24,2,1491
m,25,3,1226
m,26,4,1601
m,27,5,1996
m,28,4,2630
m,29,5,2040
m,30,2,3990
m,31,3,17209
m,32,4,2917
m,33,5,2025
m,34,2,3012
m,35,3,4657
m,36,4,2691
m,37,1,2064
m,38,2,5951
m,39,3,2810
m,40,2,3270
m,41,3,3797
m,42,4,2752
m,43,5,3245
m,44,2,4322
m,45,3,3793
m,46,2,2315
m,47,3,2376
m,48,4,2434
m,49,5,2498
m,50,6,2569
m,51,3,2687
m,52,1,2918
m,53,2,2853
m,54,2,3093
m,55,3,3371
m,56,4,3009
m,57,3,3089
m,58,4,3463
m,59,2,3335
m,60,2,3362
m,61,3,3448
m,62,4,3579
m,63,3,3576
m,64,4,3659
m,65,5,3743
m,66,3,3805
m,67,3,3872
m,68,4,4031
m,69,2,4080
m,70,3,4143
m,71,3,4306
m,72,4,4277
m,73,4,4347
m,74,2,4511
m,75,2,4530
m,76,3,4711
m,77,3,4695
m,78,4,4787
m,79,5,4880
m,80,4,4931
m,81,3,5221
m,82,3,5091
m,83,3,6347
m,84,4,7441
m,85,5,5972
m,86,3,5409
m,87,4,5516
m,88,4,5565
m,89,2,5664
m,90,3,5694
m,91,3,5834
m,92,3,5848
m,93,4,6025
m,94,4,5992
m,95,5,6128
m,96,3,6183
m,97,3,6336
m,98,3,6335
m,99,4,6443
m,100,4,6578
m,101,5,6646
m,102,6,6618
m,103,4,6783
m,104,2,6861
m,105,3,6977
m,106,3,7351
m,107,4,9078
m,108,4,7240
m,109,4,7314
m,110,5,7301
m,111,3,7391
m,112,3,9267
m,113,4,8299
m,114,4,7632
m,115,4,7746
m,116,5,8236
m,117,5,8500
m,118,4,12440
m,119,4,9706
m,120,4,10443
m,121,3,8209
m,122,4,11903
m,123,4,9401
m,124,5,10538
m,125,5,8808
m,126,3,8620
m,127,3,9106
m,128,4,11095
m,129,4,11357
m,130,5,9556
m,131,5,10669
m,132,5,11396
m,133,4,11811
m,134,4,9320
m,135,4,11966
m,136,5,10651
m,137,5,12929
m,138,4,11919
m,139,5,12257
m,140,5,9749
m,141,3,12377
m,142,4,12949
m,143,4,11928
m,144,4,12594
m,145,5,12605
m,146,5,11058
m,147,6,13893
m,148,4,13293
m,149,4,14550
m,150,4,11946
m,151,5,12741
m,152,5,12411
m,153,6,13386
m,154,6,11756
m,155,5,14635
m,156,3,11551
m,157,4,16443
m,158,4,14096
m,159,5,12199
m,160,5,14891
m,161,5,14726
m,162,6,12745
m,163,4,14290
m,164,4,14939
m,165,5,16494
m,166,5,15843
m,167,5,14894
m,168,6,12176
m,169,6,14242
m,170,5,17199
m,171,5,15552
m,172,5,16750
m,173,4,14541
m,174,5,14175
m,175,5,14778
m,176,6,18677
m,177,6,19762
m,178,4,13368
m,179,4,15724
m,180,5,16281
m,181,5,18739
m,182,6,14941
m,183,6,17379
m,184,6,21225
m,185,5,19078
m,186,5,17944
m,187,5,19291
m,188,6,16127
m,189,6,18194
m,190,5,18727
m,191,6,18744
m,192,6,15899
m,193,4,20922
m,194,5,19108
m,195,5,14491
m,196,5,20504
m,197,6,20693
m,198,6,15300
m,199,7,19843
m,200,5,20191
m,201,5,20407
m,202,5,21080
m,203,6,20586
m,204,6,20764
m,205,7,17331
m,206,7,20781
m,207,6,19719
m,208,4,23793
m,209,5,19890
m,210,5,22393
m,211,6,21953
m,212,6,23789
m,213,6,19484
m,214,7,18245
m,215,5,20721
m,216,5,18697
m,217,6,22216
m,218,6,20577
m,219,6,19599
m,220,7,21024
m,221,7,21980
m,222,6,19167
m,223,6,19382
m,224,6,20877
m,225,5,17037
m,226,6,19595
m,227,6,25358
m,228,7,19315
m,229,7,24659
m,230,5,20286
m,231,5,18307
m,232,6,22106
m,233,6,19762
m,234,7,22586
m,235,7,22450
m,236,7,24895
m,237,6,21547
m,238,6,22732
m,239,6,20972
m,240,7,24274
m,241,7,24537
m,242,6,25168
m,243,7,26173
m,244,7,23207
m,245,5,20358
m,246,6,24082
m,247,6,19442
m,248,6,26431
m,249,7,23876
m,250,7,24747
m,251,8,24895
r,1,1,254
r,2,2,349
r,3,3,343
r,4,4,568
r,5,5,658
r,6,6,163
r,7,1,1739
r,8,2,387
r,9,3,667
r,10,4,1200
r,11,5,635
r,12,6,2190
r,13,7,634
r,14,2,1231
r,15,3,1123
r,16,4,1580
r,17,1,2280
r,18,2,4039
r,19,3,5077
r,20,4,15389
r,21,3,4761
r,22,4,8500
r,23,1,6783
r,24,2,11112
r,25,3,9487
r,26,4,10553
r,27,5,13579
r,28,4,22297
r,29,5,36510
r,30,2,35993
r,31,3,47154
r,32,4,109588
r,33,5,87701
r,34,2,86108
r,35,3,200206
r,36,4,113871
r,37,1,126339
r,38,2,269090
r,39,3,230367
r,40,2,246676
r,41,3,617440
r,42,4,574454
r,43,5,566613
r,44,2,892255
r,45,3,861656
r,46,2,891662
r,47,3,1075863
r,48,4,1355910
r,49,5,1729628